Word,Count
seeded,25
base,25
\collection,\,25
helper,25
\name="\list"\>List\,25
usually,25
\name="\set"\>HSet</param>\,25
term</typeparam>,25
\<returns>`OptionAsync&lt;EitherAsync&lt;L,\,25
\<returns>`TryOptionAsync&lt;EitherAsync&lt;L,\,25
failure</param>,25
separated,25
Builds,25
Defines,25
succeeds,25
union,25
\<returns>`TryAsync&lt;EitherAsync&lt;L,\,25
\<returns>`Task&lt;EitherAsync&lt;L,\,25
keyValues,25
Partitions,24
updates,24
'then',24
pairs,24
\name="\NUM"\>Num\,24
ends,24
\in,\,24
\`TryOptionAsync&lt;EitherUnsafe&lt;L,\,24
values),24
passes,24
dropped,24
logical,24
\extracted,\,24
\`OptionAsync&lt;Either&lt;L,\,24
\`OptionAsync&lt;EitherUnsafe&lt;L,\,24
thing,24
\name="\C"\>Return\,24
\`OptionAsync&lt;Validation&lt;FAIL,\,24
\`Task&lt;Validation&lt;FAIL,\,24
state.</param>,24
\name="\folder"\>Folder\,24
\`TryOptionAsync&lt;Either&lt;L,\,24
onwards,24
IQueryable,24
calculated</param>,24
\`TryAsync&lt;Validation&lt;FAIL,\,24
successful,24
Similarly,24
\`TryAsync&lt;Either&lt;L,\,24
key/value,24
\name="\B"\>Source\,24
calculated,24
\name="\Fail"\>Function\,24
(string,24
\`TryOptionAsync&lt;Validation&lt;FAIL,\,24
\`TryAsync&lt;EitherUnsafe&lt;L,\,24
forall</param>,24
Runs,24
calculating,24
faulted,24
sine,24
\name="\ma"\>Option</param>\,24
\`Task&lt;Either&lt;L,\,24
\Finally,\,24
\`Task&lt;EitherUnsafe&lt;L,\,24
functions</returns>,24
third,23
C,23
\name="\Right"\>Function\,23
\name="\None"\>Fold\,23
Test,23
methods,23
\name="\rhs"\>Right\,23
delegates</returns>,23
None</returns>,23
),23
\name="\map"\>Map\,23
merge,23
successful</param>,23
First,23
rhs),22
overlaps,22
NOTE:,22
\name="\Some"\>Projection\,22
Use,22
eok,22
monad</returns>,22
\name="\f"\>Folder\,22
composition,22
removes,22
Counts,22
\name="\Ret"\>Return\,22
consuming,22
derives,22
error,22
\name="\None"\>Predicate\,22
addition,22
compositions,22
Otherwise,22
int,22
for-all,22
Provide,22
project</param>,22
account,22
fa</param>,22
\name="\Some"\>Predicate\,22
(lhs,22
Else,22
\name="\f"\>Action\,22
\name="\None"\>Projection\,22
match</param>,22
Set&lt;A&gt;&gt;`</returns>,21
\name="\f"\>Mapping\,21
Option&lt;A&gt;&gt;`</param>,21
Seq&lt;A&gt;&gt;`</returns>,21
\name="\ma"\>Functor\,21
Option&lt;A&gt;&gt;`</returns>,21
<returns>Some(x),21
Try&lt;A&gt;&gt;`</param>,21
OptionUnsafe&lt;A&gt;&gt;`</param>,21
HashSet&lt;A&gt;&gt;`</returns>,21
Set&lt;A&gt;&gt;`</param>,21
Arr&lt;A&gt;&gt;`</param>,21
handler,21
context,21
(http://dkeenan.com/Lambda/,21
Lst&lt;A&gt;&gt;`</param>,21
HashSet&lt;A&gt;&gt;`</param>,21
OptionUnsafe&lt;A&gt;&gt;`</returns>,21
traversed,21
);,21
Arr&lt;A&gt;&gt;`</returns>,21
document,21
IEnumerable&lt;A&gt;&gt;`</param>,21
make,21
\'FoldBack',\,21
IEnumerable&lt;A&gt;&gt;`</returns>,21
Immutable,21
outermost,21
NewType,21
Failed,21
TryOption&lt;A&gt;&gt;`</returns>,21
Lst&lt;A&gt;&gt;`</returns>,21
Seq&lt;A&gt;&gt;`</param>,21
invoke</param>,21
[Fact],21
allow,21
..,21
TryOption&lt;A&gt;&gt;`</param>,21
`b`</returns>,21
Try&lt;A&gt;&gt;`</returns>,21
Provides,21
&&,20
\name="\T"\>T</typeparam>\,20
\<returns>`Option&lt;EitherAsync&lt;L,\,20
B,20
\name="\fa"\>Folder\,20
\name="\predstate"\>Predicate\,20
\<returns>`Try&lt;EitherAsync&lt;L,\,20
AVL,20
\<returns>`TryOption&lt;EitherAsync&lt;L,\,20
\name="\fabc"\>IEnumerable\,20
\<returns>`OptionUnsafe&lt;EitherAsync&lt;L,\,20
\name="\fa"\>sequence\,20
\<returns>`HashSet&lt;EitherAsync&lt;L,\,20
point,20
Some/True,20
<returns>Empty,20
\<returns>`Lst&lt;EitherAsync&lt;L,\,20
unless,20
Tri-map,20
Time,20
\<returns>`Set&lt;EitherAsync&lt;L,\,20
\name="\preditem"\>Predicate\,20
\name="\fb"\>Folder\,20
\<returns>`Arr&lt;EitherAsync&lt;L,\,20
\name="\set"\>Set\,20
\name="\fa"\>IEnumerable\,20
count</param>,20
Bi-maps,20
some,20
decimal,20
\cok,\,20
values</returns>,20
\x.Product<TInteger,int>(y)\,20
cerr,20
'this',20
\processed,\,20
cancelled,20
\<returns>`IEnumerable&lt;EitherAsync&lt;L,\,20
<returns>x,20
\<returns>`Seq&lt;EitherAsync&lt;L,\,20
record,20
Parse,20
\name="\fabc"\>sequence\,20
\map,\,20
hash-map,19
environment,19
\name="\W"\>Writer\,19
lazy,19
\<returns>B,\,19
need,19
angle,19
\name="\f"\>Projection\,19
Run,19
Empty,19
before,19
returned</returns>,19
invocation,19
\name="\noneValue"\>Value\,19
time,19
succeeds</param>,19
filter</param>,19
operations,19
tries,19
<returns>noneValue,19
Option<B></returns>,19
null</returns>,19
\name="\Ret"\>Mapped\,19
characters,19
\name="\RRet"\>Right\,18
handler</param>,18
\name="\LRet"\>Left\,18
identifier,18
'Bottom',18
maybe,18
,18
\eok,\,18
parameters,18
give,18
Bottom,18
predicates,18
list</returns>,18
Logical,18
\name="\mapper"\>Delegate\,18
\name="\Right"\>Action\,18
`BindReturn`,18
over,18
Third,18
subtraction,18
AND,18
exceptions,18
radians</param>,18
they,18
rhs);,18
\angle,\,18
float,18
against,18
\name="\x"\>An\,18
OR,18
Multiply,18
\x,\,18
Key</remarks>,18
until,18
always,18
TODO:,18
\name="\keys"\>Keys\,18
\<returns>`Task&lt;Either&lt;L,\,17
\name="\lhs"\>Left\,17
`Task&lt;OptionUnsafe&lt;A&gt;&gt;`,17
`TryAsync&lt;HashSet&lt;A&gt;&gt;`,17
complete,17
state</exception>,17
`Task&lt;Arr&lt;A&gt;&gt;`,17
\<returns>`TryAsync&lt;Validation&lt;FAIL,\,17
char,17
`Task&lt;Try&lt;A&gt;&gt;`,17
`Bind`,17
`TryOptionAsync&lt;HashSet&lt;A&gt;&gt;`,17
executes,17
converts,17
`Task&lt;HashSet&lt;A&gt;&gt;`,17
\<returns>`TryAsync&lt;EitherUnsafe&lt;L,\,17
Projects,17
`Task&lt;Lst&lt;A&gt;&gt;`,17
\<returns>`OptionAsync&lt;EitherUnsafe&lt;L,\,17
chance,17
`TryAsync&lt;Try&lt;A&gt;&gt;`,17
>,17
\<returns>`Task&lt;EitherUnsafe&lt;L,\,17
`OptionAsync&lt;Seq&lt;A&gt;&gt;`,17
\<returns>`OptionAsync&lt;Validation&lt;FAIL,\,17
\<returns>`TryAsync&lt;Either&lt;L,\,17
could,17
`OptionAsync&lt;Arr&lt;A&gt;&gt;`,17
\<returns>`Task&lt;Validation&lt;FAIL,\,17
\name="\self"\>TryAsync\,17
`Task&lt;Option&lt;A&gt;&gt;`,17
`TryOptionAsync&lt;Lst&lt;A&gt;&gt;`,17
`TryOptionAsync&lt;Try&lt;A&gt;&gt;`,17
`Task&lt;Seq&lt;A&gt;&gt;`,17
multiple,17
`Task&lt;Set&lt;A&gt;&gt;`,17
fail,17
`Task&lt;TryOption&lt;A&gt;&gt;`,17
functions:,17
`OptionAsync&lt;Option&lt;A&gt;&gt;`,17
removed,17
version,17
`OptionAsync&lt;OptionUnsafe&lt;A&gt;&gt;`,17
IsLeft,17
`TryAsync&lt;Arr&lt;A&gt;&gt;`,17
y),17
`TryAsync&lt;OptionUnsafe&lt;A&gt;&gt;`,17
`TryAsync&lt;Option&lt;A&gt;&gt;`,17
`TryAsync&lt;Lst&lt;A&gt;&gt;`,17
`TryAsync&lt;Set&lt;A&gt;&gt;`,17
success,17
\<returns>`TryOptionAsync&lt;Validation&lt;FAIL,\,17
present,17
`TryOptionAsync&lt;Seq&lt;A&gt;&gt;`,17
`TryOptionAsync&lt;Arr&lt;A&gt;&gt;`,17
`TryAsync&lt;Seq&lt;A&gt;&gt;`,17
`TryOptionAsync&lt;Option&lt;A&gt;&gt;`,17
`OptionAsync&lt;Set&lt;A&gt;&gt;`,17
`TryOptionAsync&lt;Set&lt;A&gt;&gt;`,17
`OptionAsync&lt;Try&lt;A&gt;&gt;`,17
`OptionAsync&lt;Lst&lt;A&gt;&gt;`,17
`TryOptionAsync&lt;OptionUnsafe&lt;A&gt;&gt;`,17
\<returns>`OptionAsync&lt;Either&lt;L,\,17
\name="\Some"\>Action\,17
`TryAsync&lt;TryOption&lt;A&gt;&gt;`,17
\<returns>`TryOptionAsync&lt;EitherUnsafe&lt;L,\,17
`OptionAsync&lt;TryOption&lt;A&gt;&gt;`,17
`OptionAsync&lt;HashSet&lt;A&gt;&gt;`,17
`TryOptionAsync&lt;TryOption&lt;A&gt;&gt;`,17
\<returns>`TryOptionAsync&lt;Either&lt;L,\,17
\cref="\BottomException"\>Thrown\,17
mapper,17
\name="\mapper"\>Mapping\,17
tranform,17
\document,\,17
folder,16
Task&lt;C&gt;&gt;`,16
infer</returns>,16
sequences,16
Console.WriteLine(x);,16
remove,16
single,16
is</returns>,16
predicate</returns>,16
reserved,16
argument</param>,16
\name="\fb"\>Projection\,16
eerr,16
\x.Subtract<TInteger,int>(y)\,16
\name="\fa"\>Projection\,16
Extension,16
<returns>Same,16
folds,16
NOT,16
Filters,16
won't,16
GetEnumerator,16
gave,16
\name="\fa"\>Foldable</param>\,16
TryOptionAsync&lt;C&gt;&gt;`,16
\name="\ma"\>Choice\,16
TryAsync&lt;C&gt;&gt;`,16
1</returns>,16
\name="\self"\>Validation\,16
join</param>,16
HSet,16
\name="\A"\></typeparam>\,16
example:,16
choice,16
prefix,16
op,16
expressions,16
\name="\Some"\>Function\,16
combinator,16
\name="\ma"\>Computation\,16
setA</returns>,16
Expression,16
thereIsNoReturn,16
Converts,16
OptionAsync&lt;C&gt;&gt;`,16
Union,16
accessor,16
evaluate</param>,16
gives,16
multiply,16
\name="\R"\>Environment\,16
sum</param>,16
Fourth,16
//,16
Tuple,16
wrapped,16
added,16
\name="\list"\>sequence</param>\,16
<returns>`Try&lt;TryOption&lt;A&gt;&gt;`,15
<returns>`IEnumerable&lt;OptionUnsafe&lt;A&gt;&gt;`,15
<returns>`TryOption&lt;TryOption&lt;A&gt;&gt;`,15
Turns,15
<returns>`IEnumerable&lt;Lst&lt;A&gt;&gt;`,15
<returns>`TryOption&lt;Lst&lt;A&gt;&gt;`,15
<returns>`Lst&lt;Arr&lt;A&gt;&gt;`,15
<returns>`Set&lt;Try&lt;A&gt;&gt;`,15
[x],15
<returns>`Lst&lt;Option&lt;A&gt;&gt;`,15
Fail</returns>,15
<returns>`Try&lt;OptionUnsafe&lt;A&gt;&gt;`,15
<returns>`HashSet&lt;HashSet&lt;A&gt;&gt;`,15
<returns>`TryOption&lt;Set&lt;A&gt;&gt;`,15
<returns>`Seq&lt;Set&lt;A&gt;&gt;`,15
\name="\Some"\>delegate\,15
space,15
<returns>`Seq&lt;HashSet&lt;A&gt;&gt;`,15
<returns>`Set&lt;Arr&lt;A&gt;&gt;`,15
<returns>`Option&lt;Seq&lt;A&gt;&gt;`,15
<returns>`Arr&lt;Set&lt;A&gt;&gt;`,15
<returns>`Option&lt;HashSet&lt;A&gt;&gt;`,15
<returns>`Lst&lt;Set&lt;A&gt;&gt;`,15
\name="\count"\>Number\,15
unit,15
<returns>`Try&lt;Set&lt;A&gt;&gt;`,15
c,15
<returns>`Try&lt;HashSet&lt;A&gt;&gt;`,15
<returns>`Arr&lt;Seq&lt;A&gt;&gt;`,15
Performs,15
<returns>`Lst&lt;Try&lt;A&gt;&gt;`,15
Check,15
<returns>`Arr&lt;Option&lt;A&gt;&gt;`,15
<returns>`Option&lt;Arr&lt;A&gt;&gt;`,15
<returns>`Set&lt;HashSet&lt;A&gt;&gt;`,15
<returns>`OptionUnsafe&lt;HashSet&lt;A&gt;&gt;`,15
<returns>`TryOption&lt;Arr&lt;A&gt;&gt;`,15
<returns>`Arr&lt;HashSet&lt;A&gt;&gt;`,15
<returns>`Arr&lt;TryOption&lt;A&gt;&gt;`,15
<returns>`Set&lt;Set&lt;A&gt;&gt;`,15
<returns>`Try&lt;Option&lt;A&gt;&gt;`,15
<returns>`IEnumerable&lt;Option&lt;A&gt;&gt;`,15
<returns>`HashSet&lt;Lst&lt;A&gt;&gt;`,15
<returns>`Arr&lt;OptionUnsafe&lt;A&gt;&gt;`,15
squared,15
<returns>`Try&lt;Seq&lt;A&gt;&gt;`,15
performs,15
<returns>`Option&lt;Lst&lt;A&gt;&gt;`,15
<returns>`Seq&lt;Lst&lt;A&gt;&gt;`,15
<returns>`Try&lt;Try&lt;A&gt;&gt;`,15
<returns>`Arr&lt;Arr&lt;A&gt;&gt;`,15
<returns>`TryOption&lt;OptionUnsafe&lt;A&gt;&gt;`,15
<returns>`Try&lt;Arr&lt;A&gt;&gt;`,15
retrieving,15
<returns>`TryOption&lt;Seq&lt;A&gt;&gt;`,15
<returns>`IEnumerable&lt;Set&lt;A&gt;&gt;`,15
<returns>`Lst&lt;TryOption&lt;A&gt;&gt;`,15
<returns>`IEnumerable&lt;TryOption&lt;A&gt;&gt;`,15
<returns>`Seq&lt;TryOption&lt;A&gt;&gt;`,15
Clears,15
filtering,15
end,15
<returns>`TryOption&lt;Try&lt;A&gt;&gt;`,15
<returns>`IEnumerable&lt;Seq&lt;A&gt;&gt;`,15
\name="\self"\>This</param>\,15
<returns>`Option&lt;Try&lt;A&gt;&gt;`,15
<returns>`OptionUnsafe&lt;TryOption&lt;A&gt;&gt;`,15
<returns>`OptionUnsafe&lt;Set&lt;A&gt;&gt;`,15
<returns>`Option&lt;Set&lt;A&gt;&gt;`,15
run</param>,15
<returns>`OptionUnsafe&lt;Lst&lt;A&gt;&gt;`,15
<returns>`HashSet&lt;Set&lt;A&gt;&gt;`,15
explicit,15
<returns>`IEnumerable&lt;Arr&lt;A&gt;&gt;`,15
<returns>`HashSet&lt;TryOption&lt;A&gt;&gt;`,15
<returns>`Set&lt;Lst&lt;A&gt;&gt;`,15
<returns>`Lst&lt;Lst&lt;A&gt;&gt;`,15
putting,15
empty</param>,15
<returns>`Option&lt;TryOption&lt;A&gt;&gt;`,15
<returns>`Arr&lt;Lst&lt;A&gt;&gt;`,15
<returns>`Seq&lt;Arr&lt;A&gt;&gt;`,15
Reverses,15
<returns>`Option&lt;OptionUnsafe&lt;A&gt;&gt;`,15
<returns>`Seq&lt;OptionUnsafe&lt;A&gt;&gt;`,15
<returns>`IEnumerable&lt;Try&lt;A&gt;&gt;`,15
natural,15
initial,15
\name="\index"\>Index\,15
<returns>`OptionUnsafe&lt;Try&lt;A&gt;&gt;`,15
join,15
<returns>`Try&lt;Lst&lt;A&gt;&gt;`,15
<returns>`Set&lt;Option&lt;A&gt;&gt;`,15
comparison,15
<returns>`Lst&lt;Seq&lt;A&gt;&gt;`,15
<returns>`IEnumerable&lt;HashSet&lt;A&gt;&gt;`,15
<returns>`OptionUnsafe&lt;Option&lt;A&gt;&gt;`,15
<returns>`Option&lt;Option&lt;A&gt;&gt;`,15
<returns>`HashSet&lt;Option&lt;A&gt;&gt;`,15
<returns>`Seq&lt;Option&lt;A&gt;&gt;`,15
defined,15
<returns>`Set&lt;OptionUnsafe&lt;A&gt;&gt;`,15
valid,15
setting</param>,15
<returns>`HashSet&lt;Seq&lt;A&gt;&gt;`,15
<returns>`OptionUnsafe&lt;OptionUnsafe&lt;A&gt;&gt;`,15
<returns>`HashSet&lt;Arr&lt;A&gt;&gt;`,15
<returns>`Set&lt;TryOption&lt;A&gt;&gt;`,15
<returns>`HashSet&lt;Try&lt;A&gt;&gt;`,15
positive,15
\name="\set"\>Set</param>\,15
<returns>`Arr&lt;Try&lt;A&gt;&gt;`,15
<returns>`Set&lt;Seq&lt;A&gt;&gt;`,15
<returns>`TryOption&lt;HashSet&lt;A&gt;&gt;`,15
<returns>`OptionUnsafe&lt;Seq&lt;A&gt;&gt;`,15
<returns>`OptionUnsafe&lt;Arr&lt;A&gt;&gt;`,15
<returns>`Lst&lt;OptionUnsafe&lt;A&gt;&gt;`,15
<returns>`HashSet&lt;OptionUnsafe&lt;A&gt;&gt;`,15
sequence</param>,15
<returns>`Seq&lt;Try&lt;A&gt;&gt;`,15
<returns>`TryOption&lt;Option&lt;A&gt;&gt;`,15
<returns>`Lst&lt;HashSet&lt;A&gt;&gt;`,15
<returns>`Seq&lt;Seq&lt;A&gt;&gt;`,15
Non-equality,15
\name="\self"\>TryOptionAsync\,14
ascertain,14
IL,14
writer,14
<returns>`Lst&lt;IEnumerable&lt;A&gt;&gt;`,14
\name="\Right"\>Folder\,14
static,14
`Fail`,14
<returns>`IEnumerable&lt;IEnumerable&lt;A&gt;&gt;`,14
<returns>`Try&lt;IEnumerable&lt;A&gt;&gt;`,14
<returns>Sum,14
`OptionAsync&lt;IEnumerable&lt;A&gt;&gt;`,14
Transforms,14
IsRight,14
`Some`,14
exclusive-OR,14
<returns>`Set&lt;IEnumerable&lt;A&gt;&gt;`,14
func,14
<returns>Target,14
<returns>`OptionUnsafe&lt;IEnumerable&lt;A&gt;&gt;`,14
needed,14
data-type,14
And,14
Seq,14
etc,14
<returns>`Arr&lt;IEnumerable&lt;A&gt;&gt;`,14
\name="\A"\>Foldable\,14
IsBottom,14
<returns>`HashSet&lt;IEnumerable&lt;A&gt;&gt;`,14
<returns>`Option&lt;IEnumerable&lt;A&gt;&gt;`,14
Somes,14
fun((string,14
<returns>`Seq&lt;IEnumerable&lt;A&gt;&gt;`,14
lifted,14
Unit,14
CompareTo,14
them,14
\name="\Succ"\>Function\,14
\name="\ma"\>Source\,14
tuple</returns>,14
tuple</param>,14
\name="\FailAsync"\>Delegate\,14
\name="\L"\>Fail</typeparam>\,14
part,14
construct,14
transformed,14
format,14
power,14
`Task&lt;IEnumerable&lt;A&gt;&gt;`,14
<returns>`TryOption&lt;IEnumerable&lt;A&gt;&gt;`,14
\out,\,14
`TryAsync&lt;IEnumerable&lt;A&gt;&gt;`,14
Optional,14
\input,\,14
`TryOptionAsync&lt;IEnumerable&lt;A&gt;&gt;`,14
task,14
Where,14
EqDefault,14
\MB,\,14
Allows,14
can't,14
itself,13
\name="\B"\>The\,13
Constructor,13
throws,13
item</returns>,13
etc.),13
A>,13
\name="\R"\>Mapped\,13
original,13
following,13
<returns>Sequence,13
typed,13
Override,13
wraps,13
compose,13
cached,13
`Option`,13
&lt;,13
module,13
range</param>,13
Area,13
Option<A>,13
\name="\R"\>Target\,13
\name="\T"\>Bound\,13
Reverse,13
ratio,13
Lexeme,13
patches,13
\x.Divide<TDouble,double>(y)\,12
\OptionUnsafe&lt;A&gt;&gt;`,\,12
\name="\selector"\>Selector\,12
represent,12
\name="\SomeAsync"\>Delegate\,12
\Task&lt;A&gt;&gt;`,\,12
\name="\A"\>Sequence\,12
'rhs',12
sep,12
instance</returns>,12
produces,12
extract,12
Will,12
non-negative,12
take</param>,12
<returns>Fluent,12
form,12
Metres,12
\Set&lt;A&gt;&gt;`,\,12
\name="\FAB"\>Source\,12
=&gt;,12
arc-tangent,12
'selector',12
<returns>Flattened,12
\TryAsync&lt;A&gt;&gt;`,\,12
\Seq&lt;A&gt;&gt;`,\,12
Task&lt;A&gt;&gt;`</param>,12
TryOptionAsync&lt;A&gt;&gt;`</param>,12
\name="\reducer"\>Reduce\,12
radians</returns>,12
General,12
request,12
\name="\NoneAsync"\>Delegate\,12
\OptionAsync&lt;A&gt;&gt;`,\,12
item</param>,12
\IEnumerable&lt;A&gt;&gt;`,\,12
immediately,12
made,12
arcsine,12
\Option&lt;A&gt;&gt;`,\,12
R2s,12
`Writer`,12
stopping,12
Sixth,12
expression</returns>,12
\Arr&lt;A&gt;&gt;`,\,12
soon,12
\item,\,12
\TryOptionAsync&lt;A&gt;&gt;`,\,12
stack</param>,12
exponent,12
intermediate,12
keep,12
\x.Add<TInteger,int>(y)\,12
If/Then/Else,12
(Sum,12
F#,12
\name="\None"\>Handler\,12
Fifth,12
lexeme,12
(Aggregate,12
\Lst&lt;A&gt;&gt;`,\,12
iterate</param>,12
branch,12
y;,12
\successful,\,12
Some(f(x)),12
Default,12
once,12
\TryOption&lt;A&gt;&gt;`,\,12
remove</param>,12
'plus',12
<remarks>Functionally,12
comprised,12
Constructs,12
\name="\folder"\>Folding\,12
\name="\T"\>List\,12
untouched</remarks>,12
<returns>Optional,12
language,12
As</returns>,12
\name="\self"\>EitherUnsafe\,12
bi-functor,12
TryAsync&lt;A&gt;&gt;`</param>,12
reference,12
square,12
\name="\value"\>Value,\,12
<=,12
Ts,12
arc-cosine,12
under,12
OptionAsync&lt;A&gt;&gt;`</param>,12
combinations,12
isn't,12
\name="\R"\>Success</typeparam>\,12
noneValue</remarks>,12
<returns>RWS,12
\TDouble,\,12
<returns>Lst,12
\HashSet&lt;A&gt;&gt;`,\,12
\name="\x"\>\,12
\Try&lt;A&gt;&gt;`,\,12
Insert,12
condition,12
\name="\Some"\>Handler\,12
definition,12
Flattens,12
total</returns>,12
Removes,12
yielding,12
\name="\R"\>Returned\,12
matcher</returns>,12
\0,\,12
<returns>failValue,11
remainder,11
<returns>Bound,11
continue,11
parallel,11
<returns>Nullable,11
\<returns>-1,\,11
evaluation,11
ctor,11
+1</returns>,11
LanguageExt,11
\name="\b"\>The\,11
(or,11
Imagine,11
standard,11
checked,11
floating,11
building,11
\name="\MA"\>Monad\,11
res,11
\set,\,11
minimum,11
their,11
value;,11
reverse</param>,11
B>,11
(i.e,11
going,11
facilitates,11
EitherUnsafe</returns>,11
\name="\array"\>Array\,11
do,11
(Reverse,11
even,11
elements</returns>,11
Value,11
'Some',11
onto,11
terms,11
NumType,11
\name="\other"\>Other\,11
hash-set,11
\name="\f"\>Predicate\,11
remains,11
style,11
unpredictable,11
\name="\list"\>Enumerable</param>\,11
<returns>Reversed,11
\name="\Fail"\>Default\,11
disposable,11
32-bit,11
asynchronous,11
Both,11
table,11
<returns>`Seq&lt;Task&lt;A&gt;&gt;`,10
<returns>`TryOption&lt;Task&lt;A&gt;&gt;`,10
<returns>`Task&lt;TryOptionAsync&lt;A&gt;&gt;`,10
<returns>`Seq&lt;TryAsync&lt;A&gt;&gt;`,10
<returns>`HashSet&lt;Seq&lt;B&gt;&gt;`,10
<returns>`Set&lt;Try&lt;B&gt;&gt;`,10
<returns>Product,10
<returns>`Set&lt;Arr&lt;B&gt;&gt;`,10
start,10
<returns>`OptionUnsafe&lt;TryOptionAsync&lt;A&gt;&gt;`,10
<returns>`Lst&lt;Arr&lt;B&gt;&gt;`,10
<returns>`IEnumerable&lt;HashSet&lt;B&gt;&gt;`,10
<returns>`Arr&lt;Try&lt;B&gt;&gt;`,10
`y`,10
start</param>,10
search,10
<returns>`HashSet&lt;HashSet&lt;B&gt;&gt;`,10
r,10
<returns>`TryOption&lt;HashSet&lt;B&gt;&gt;`,10
<returns>`HashSet&lt;Option&lt;B&gt;&gt;`,10
one</param>,10
<returns>`Option&lt;Task&lt;A&gt;&gt;`,10
exists</exception>,10
copy,10
<returns>`IEnumerable&lt;OptionAsync&lt;A&gt;&gt;`,10
leftMap,10
<returns>`Lst&lt;Lst&lt;B&gt;&gt;`,10
<returns>`OptionUnsafe&lt;Seq&lt;B&gt;&gt;`,10
<returns>`Lst&lt;TryOptionAsync&lt;A&gt;&gt;`,10
<returns>`TryOption&lt;Seq&lt;B&gt;&gt;`,10
<returns>`Option&lt;TryAsync&lt;A&gt;&gt;`,10
<returns>`Try&lt;Option&lt;B&gt;&gt;`,10
<returns>`Try&lt;Lst&lt;B&gt;&gt;`,10
<returns>`Seq&lt;TryOptionAsync&lt;A&gt;&gt;`,10
<returns>`Set&lt;TryOption&lt;B&gt;&gt;`,10
succeeds</returns>,10
<returns>`HashSet&lt;OptionAsync&lt;A&gt;&gt;`,10
solution,10
<returns>`OptionUnsafe&lt;TryAsync&lt;A&gt;&gt;`,10
<returns>`Lst&lt;OptionUnsafe&lt;B&gt;&gt;`,10
<returns>`HashSet&lt;Arr&lt;B&gt;&gt;`,10
<returns>`TryOption&lt;TryOptionAsync&lt;A&gt;&gt;`,10
<returns>String,10
<returns>`OptionAsync&lt;TryAsync&lt;A&gt;&gt;`,10
<returns>`Try&lt;TryOption&lt;B&gt;&gt;`,10
<returns>`Seq&lt;OptionAsync&lt;A&gt;&gt;`,10
\cref="\ValueIsNullException"\>Value\,10
\name="\a"\>The\,10
i.e,10
test</typeparam>,10
<returns>`Try&lt;Seq&lt;B&gt;&gt;`,10
\struct,\,10
Fail</param>,10
<returns>`Option&lt;OptionAsync&lt;A&gt;&gt;`,10
Emits,10
<returns>`OptionUnsafe&lt;Task&lt;A&gt;&gt;`,10
replaces,10
<returns>`TryOption&lt;TryOption&lt;B&gt;&gt;`,10
As,10
partially,10
<returns>`Lst&lt;OptionAsync&lt;A&gt;&gt;`,10
<returns>`Option&lt;Arr&lt;B&gt;&gt;`,10
<returns>`Lst&lt;Task&lt;A&gt;&gt;`,10
Explicit,10
<returns>`Arr&lt;Set&lt;B&gt;&gt;`,10
<returns>`OptionUnsafe&lt;OptionUnsafe&lt;B&gt;&gt;`,10
shown,10
root,10
<returns>`TryOption&lt;Option&lt;B&gt;&gt;`,10
<remarks>This,10
identifiers,10
<returns>`Arr&lt;Option&lt;B&gt;&gt;`,10
<returns>`Option&lt;Option&lt;B&gt;&gt;`,10
<returns>`IEnumerable&lt;Lst&lt;B&gt;&gt;`,10
white,10
<returns>`Arr&lt;TryOptionAsync&lt;A&gt;&gt;`,10
<returns>`Set&lt;TryOptionAsync&lt;A&gt;&gt;`,10
<returns>`Seq&lt;Seq&lt;B&gt;&gt;`,10
\name="\Left"\>Action\,10
<returns>`Set&lt;Lst&lt;B&gt;&gt;`,10
<returns>`HashSet&lt;Set&lt;B&gt;&gt;`,10
<returns>`Arr&lt;OptionUnsafe&lt;B&gt;&gt;`,10
\Func<T,R>\,10
<returns>`HashSet&lt;Try&lt;B&gt;&gt;`,10
Eq<A>,10
<returns>`Set&lt;Set&lt;B&gt;&gt;`,10
\name="\list"\>List</param>\,10
<returns>`OptionUnsafe&lt;HashSet&lt;B&gt;&gt;`,10
<returns>`HashSet&lt;Lst&lt;B&gt;&gt;`,10
<returns>`Set&lt;TryAsync&lt;A&gt;&gt;`,10
look,10
<returns>`Arr&lt;Lst&lt;B&gt;&gt;`,10
<returns>`Lst&lt;Set&lt;B&gt;&gt;`,10
<returns>`TryAsync&lt;TryAsync&lt;A&gt;&gt;`,10
<returns>`Try&lt;Arr&lt;B&gt;&gt;`,10
<returns>`Set&lt;Seq&lt;B&gt;&gt;`,10
<returns>`TryOption&lt;Arr&lt;B&gt;&gt;`,10
<returns>`Lst&lt;HashSet&lt;B&gt;&gt;`,10
pred(Result),10
approximation,10
<returns>`IEnumerable&lt;Seq&lt;B&gt;&gt;`,10
<returns>`OptionUnsafe&lt;Set&lt;B&gt;&gt;`,10
(inclusive)</param>,10
<returns>`Set&lt;OptionAsync&lt;A&gt;&gt;`,10
<returns>`IEnumerable&lt;TryOptionAsync&lt;A&gt;&gt;`,10
State,10
<returns>`Try&lt;Task&lt;A&gt;&gt;`,10
Map.empty,10
postfix,10
delegates,10
<returns>`Lst&lt;Try&lt;B&gt;&gt;`,10
<returns>`TryAsync&lt;OptionAsync&lt;A&gt;&gt;`,10
<returns>`Arr&lt;Seq&lt;B&gt;&gt;`,10
<returns>`Option&lt;OptionUnsafe&lt;B&gt;&gt;`,10
